WARNING: can't use fused dropout_add_rms_norm. Fused dropout_add_rms_norm requires dropout_layer_norm which can be found from flash_attn
WARNING: can't use fused dropout_add_rms_norm. Fused dropout_add_rms_norm requires dropout_layer_norm which can be found from flash_attn
WARNING: can't use fused dropout_add_rms_norm. Fused dropout_add_rms_norm requires dropout_layer_norm which can be found from flash_attn
WARNING: can't use fused dropout_add_rms_norm. Fused dropout_add_rms_norm requires dropout_layer_norm which can be found from flash_attn
Overriding: task_type = pretrain
Overriding: data_dir = data/02_train_data_more
Overriding: out_dir = out/2024_06_22_21_19_43
[2024-06-22 21:19:53,315 - INFO - __main__]: tokens per iteration will be: 2,097,152
[2024-06-22 21:19:53,315 - INFO - __main__]: breaks down as: 32 grad_accum_steps * 4 processes * 8 train_batch_size * 2048 max_seq_len
[2024-06-22 21:19:53,316 - INFO - __main__]: Initializing model and optimizer
[2024-06-22 21:20:28,825 - INFO - utils.train]: num decayed parameter tensors: 226, with 1,773,404,160 parameters
[2024-06-22 21:20:28,825 - INFO - utils.train]: num non-decayed parameter tensors: 161, with 264,192 parameters
[2024-06-22 21:20:28,825 - INFO - utils.train]: using apex fused AdamW
[2024-06-22 21:20:28,825 - INFO - __main__]: Initialized  model and optimizer, 35.5097s
[2024-06-22 21:20:28,825 - INFO - __main__]: Wrapping model into DDP container
[2024-06-22 21:20:28,905 - INFO - __main__]: Wrapped  model into DDP container, 0.0791s
[2024-06-22 21:20:32,077 - WARNING - dataset.dataset_pretrain]: file data/02_train_data_more/01_bin_for_train_hf/file_004_00035.bin is empty, set np.array([]) instead.
[2024-06-22 21:20:41,486 - INFO - dataset.dataset_pretrain]: Loaded data/02_train_data_more PretokDatasetWithIndex, train_num_samples: 13,478,511, valid_num_samples: 1,348
[2024-06-22 21:20:41,488 - INFO - __main__]: Skipping 0 iters (0 skip_batches_per_device)
[2024-06-22 21:20:46,506 - INFO - __main__]: Skipped  0 iters (0 skip_batches_per_device), 5.0180s
[2024-06-22 21:20:47,253 - INFO - __main__]: Start training loop
[2024-06-22 21:20:47,255 - INFO - __main__]: Estimating loss, split=train, train_batch_size=8, num_iters=168
[2024-06-22 21:21:56,682 - INFO - __main__]: Estimating loss, split=valid, valid_batch_size=8, num_iters=168
[2024-06-22 21:23:01,002 - INFO - __main__]: step 0: train loss 11.4724, valid loss 11.4788, 133.7491s
[2024-06-22 21:23:38,617 - INFO - __main__]: 0 | loss 11.4773 | lr 3.456221e-07 | 37.6109s | mfu -100.00% | micro_time0: 1.0614s | micro_time1: 1.0623s | last_micro_time: 4.6216s | optim_step_time: 2.6235s
[2024-06-22 21:24:16,217 - INFO - __main__]: 1 | loss 11.4739 | lr 6.912442e-07 | 37.5998s | mfu -100.00% | micro_time0: 1.0510s | micro_time1: 1.0594s | last_micro_time: 4.4949s | optim_step_time: 2.1031s
[2024-06-22 21:24:54,349 - INFO - __main__]: 2 | loss 11.4710 | lr 1.036866e-06 | 38.1317s | mfu -100.00% | micro_time0: 1.0538s | micro_time1: 1.0630s | last_micro_time: 4.4491s | optim_step_time: 2.0981s
[2024-06-22 21:25:32,121 - INFO - __main__]: 3 | loss 11.4641 | lr 1.382488e-06 | 37.7726s | mfu -100.00% | micro_time0: 1.0561s | micro_time1: 1.0630s | last_micro_time: 4.5189s | optim_step_time: 2.0971s
[2024-06-22 21:26:10,004 - INFO - __main__]: 4 | loss 11.4427 | lr 1.728111e-06 | 37.8829s | mfu -100.00% | micro_time0: 1.0556s | micro_time1: 1.0711s | last_micro_time: 4.5576s | optim_step_time: 2.1895s
[2024-06-22 21:26:48,012 - INFO - __main__]: 5 | loss 11.4057 | lr 2.073733e-06 | 38.0066s | mfu 54.17% | micro_time0: 1.0607s | micro_time1: 1.0696s | last_micro_time: 4.4892s | optim_step_time: 2.0682s
[2024-06-22 21:27:26,150 - INFO - __main__]: 6 | loss 11.3630 | lr 2.419355e-06 | 38.1375s | mfu 54.15% | micro_time0: 1.0614s | micro_time1: 1.0708s | last_micro_time: 4.6941s | optim_step_time: 2.2657s
[2024-06-22 21:28:03,940 - INFO - __main__]: 7 | loss 11.2299 | lr 2.764977e-06 | 37.7904s | mfu 54.19% | micro_time0: 1.0618s | micro_time1: 1.0717s | last_micro_time: 4.3939s | optim_step_time: 2.1268s
[2024-06-22 21:28:41,271 - INFO - __main__]: 8 | loss 11.1161 | lr 3.110599e-06 | 37.3308s | mfu 54.28% | micro_time0: 1.0583s | micro_time1: 1.0636s | last_micro_time: 4.0634s | optim_step_time: 1.9097s
[2024-06-22 21:29:18,903 - INFO - __main__]: 9 | loss 11.0329 | lr 3.456221e-06 | 37.6320s | mfu 54.33% | micro_time0: 1.0576s | micro_time1: 1.0664s | last_micro_time: 4.4263s | optim_step_time: 2.1019s
[2024-06-22 21:29:56,218 - INFO - __main__]: 10 | loss 10.8849 | lr 3.801843e-06 | 37.3152s | mfu 54.41% | micro_time0: 1.0510s | micro_time1: 1.0616s | last_micro_time: 4.2909s | optim_step_time: 2.1866s
[2024-06-22 21:30:34,206 - INFO - __main__]: 11 | loss 10.8074 | lr 4.147465e-06 | 37.9462s | mfu 54.40% | micro_time0: 1.0469s | micro_time1: 1.0603s | last_micro_time: 5.0124s | optim_step_time: 1.8353s
[2024-06-22 21:31:11,655 - INFO - __main__]: 12 | loss 10.6587 | lr 4.493088e-06 | 37.4906s | mfu 54.45% | micro_time0: 1.0474s | micro_time1: 1.0577s | last_micro_time: 4.3937s | optim_step_time: 2.2462s
[2024-06-22 21:31:49,281 - INFO - __main__]: 13 | loss 10.5044 | lr 4.838710e-06 | 37.6009s | mfu 54.48% | micro_time0: 1.0483s | micro_time1: 1.0578s | last_micro_time: 4.2030s | optim_step_time: 1.9039s
[2024-06-22 21:32:26,687 - INFO - __main__]: 14 | loss 10.3894 | lr 5.184332e-06 | 37.4291s | mfu 54.53% | micro_time0: 1.0499s | micro_time1: 1.0639s | last_micro_time: 4.3022s | optim_step_time: 2.0648s
[2024-06-22 21:33:04,282 - INFO - __main__]: 15 | loss 10.3653 | lr 5.529954e-06 | 37.5968s | mfu 54.56% | micro_time0: 1.0566s | micro_time1: 1.0643s | last_micro_time: 4.3645s | optim_step_time: 2.1060s
[2024-06-22 21:33:41,906 - INFO - __main__]: 16 | loss 10.2997 | lr 5.875576e-06 | 37.5919s | mfu 54.58% | micro_time0: 1.0576s | micro_time1: 1.0681s | last_micro_time: 4.2837s | optim_step_time: 2.0315s
[2024-06-22 21:34:19,406 - INFO - __main__]: 17 | loss 10.2626 | lr 6.221198e-06 | 37.5012s | mfu 54.61% | micro_time0: 1.0571s | micro_time1: 1.0709s | last_micro_time: 4.1072s | optim_step_time: 1.9349s
[2024-06-22 21:34:57,438 - INFO - __main__]: 18 | loss 10.1741 | lr 6.566820e-06 | 38.0636s | mfu 54.56% | micro_time0: 1.0601s | micro_time1: 1.0689s | last_micro_time: 4.7185s | optim_step_time: 2.3397s
[2024-06-22 21:35:35,078 - INFO - __main__]: 19 | loss 10.0608 | lr 6.912442e-06 | 37.6396s | mfu 54.57% | micro_time0: 1.0553s | micro_time1: 1.0704s | last_micro_time: 4.4487s | optim_step_time: 2.1321s
[2024-06-22 21:36:12,770 - INFO - __main__]: 20 | loss 10.0203 | lr 7.258065e-06 | 37.6921s | mfu 54.58% | micro_time0: 1.0564s | micro_time1: 1.0627s | last_micro_time: 4.6033s | optim_step_time: 2.2647s
[2024-06-22 21:36:49,974 - INFO - __main__]: 21 | loss 9.9931 | lr 7.603687e-06 | 37.2038s | mfu 54.65% | micro_time0: 1.0487s | micro_time1: 1.0579s | last_micro_time: 4.2347s | optim_step_time: 1.9545s
[2024-06-22 21:37:27,922 - INFO - __main__]: 22 | loss 9.9354 | lr 7.949309e-06 | 37.9480s | mfu 54.61% | micro_time0: 1.0475s | micro_time1: 1.0562s | last_micro_time: 5.0580s | optim_step_time: 2.1462s
[2024-06-22 21:38:05,461 - INFO - __main__]: 23 | loss 9.8926 | lr 8.294931e-06 | 37.5386s | mfu 54.64% | micro_time0: 1.0480s | micro_time1: 1.0615s | last_micro_time: 4.5010s | optim_step_time: 2.2928s
[2024-06-22 21:38:43,318 - INFO - __main__]: 24 | loss 9.8456 | lr 8.640553e-06 | 37.8563s | mfu 54.61% | micro_time0: 1.0545s | micro_time1: 1.0634s | last_micro_time: 4.6610s | optim_step_time: 2.3198s
[2024-06-22 21:39:21,556 - INFO - __main__]: 25 | loss 9.8346 | lr 8.986175e-06 | 38.2399s | mfu 54.54% | micro_time0: 1.0547s | micro_time1: 1.0680s | last_micro_time: 4.5903s | optim_step_time: 2.2081s
[2024-06-22 21:39:58,987 - INFO - __main__]: 26 | loss 9.7469 | lr 9.331797e-06 | 37.4309s | mfu 54.58% | micro_time0: 1.0590s | micro_time1: 1.0718s | last_micro_time: 4.1344s | optim_step_time: 2.0165s
